SubmissionDate,FirstName,Last Name,Email,Birth Date,Academic Institution,City,State/Province,country,What is your current position?,"If you are a grad student, what is your program?",Please check the boxes for the language(s) with which you ca... >> (Never heard of this language) >> Python,Please check the boxes for the language(s) with which you ca... >> (Never heard of this language) >> R,Please check the boxes for the language(s) with which you ca... >> (Never heard of this language) >> Julia,Please check the boxes for the language(s) with which you ca... >> (Never heard of this language) >> SQL,Please check the boxes for the language(s) with which you ca... >> (Never heard of this language) >> Java,Please check the boxes for the language(s) with which you ca... >> (Never heard of this language) >> JavaScript,Please check the boxes for the language(s) with which you ca... >> (Never heard of this language) >> C/C++,Please check the boxes for the language(s) with which you ca... >> (Never heard of this language) >> Stata/SAS,"Please check the boxes for the language(s) with which you ca... >> (Never heard of this language) >> Shell scripting, e.g, bash",Please check the boxes for the language(s) with which you ca... >> (Never heard of this language) >> Other,"Please check the boxes for the language(s) with which you ca... >> (Heard of this language, but never used it) >> Python","Please check the boxes for the language(s) with which you ca... >> (Heard of this language, but never used it) >> R","Please check the boxes for the language(s) with which you ca... >> (Heard of this language, but never used it) >> Julia","Please check the boxes for the language(s) with which you ca... >> (Heard of this language, but never used it) >> SQL","Please check the boxes for the language(s) with which you ca... >> (Heard of this language, but never used it) >> Java","Please check the boxes for the language(s) with which you ca... >> (Heard of this language, but never used it) >> JavaScript","Please check the boxes for the language(s) with which you ca... >> (Heard of this language, but never used it) >> C/C++","Please check the boxes for the language(s) with which you ca... >> (Heard of this language, but never used it) >> Stata/SAS","Please check the boxes for the language(s) with which you ca... >> (Heard of this language, but never used it) >> Shell scripting, e.g, bash","Please check the boxes for the language(s) with which you ca... >> (Heard of this language, but never used it) >> Other","Please check the boxes for the language(s) with which you ca... >> Print ""Hello world!"" to console >> Python","Please check the boxes for the language(s) with which you ca... >> Print ""Hello world!"" to console >> R","Please check the boxes for the language(s) with which you ca... >> Print ""Hello world!"" to console >> Julia","Please check the boxes for the language(s) with which you ca... >> Print ""Hello world!"" to console >> SQL","Please check the boxes for the language(s) with which you ca... >> Print ""Hello world!"" to console >> Java","Please check the boxes for the language(s) with which you ca... >> Print ""Hello world!"" to console >> JavaScript","Please check the boxes for the language(s) with which you ca... >> Print ""Hello world!"" to console >> C/C++","Please check the boxes for the language(s) with which you ca... >> Print ""Hello world!"" to console >> Stata/SAS","Please check the boxes for the language(s) with which you ca... >> Print ""Hello world!"" to console >> Shell scripting, e.g, bash","Please check the boxes for the language(s) with which you ca... >> Print ""Hello world!"" to console >> Other",Please check the boxes for the language(s) with which you ca... >> Write any function >> Python,Please check the boxes for the language(s) with which you ca... >> Write any function >> R,Please check the boxes for the language(s) with which you ca... >> Write any function >> Julia,Please check the boxes for the language(s) with which you ca... >> Write any function >> SQL,Please check the boxes for the language(s) with which you ca... >> Write any function >> Java,Please check the boxes for the language(s) with which you ca... >> Write any function >> JavaScript,Please check the boxes for the language(s) with which you ca... >> Write any function >> C/C++,Please check the boxes for the language(s) with which you ca... >> Write any function >> Stata/SAS,"Please check the boxes for the language(s) with which you ca... >> Write any function >> Shell scripting, e.g, bash",Please check the boxes for the language(s) with which you ca... >> Write any function >> Other,Please check the boxes for the language(s) with which you ca... >> Read data from tab-delimited file >> Python,Please check the boxes for the language(s) with which you ca... >> Read data from tab-delimited file >> R,Please check the boxes for the language(s) with which you ca... >> Read data from tab-delimited file >> Julia,Please check the boxes for the language(s) with which you ca... >> Read data from tab-delimited file >> SQL,Please check the boxes for the language(s) with which you ca... >> Read data from tab-delimited file >> Java,Please check the boxes for the language(s) with which you ca... >> Read data from tab-delimited file >> JavaScript,Please check the boxes for the language(s) with which you ca... >> Read data from tab-delimited file >> C/C++,Please check the boxes for the language(s) with which you ca... >> Read data from tab-delimited file >> Stata/SAS,"Please check the boxes for the language(s) with which you ca... >> Read data from tab-delimited file >> Shell scripting, e.g, bash",Please check the boxes for the language(s) with which you ca... >> Read data from tab-delimited file >> Other,Please check the boxes for the language(s) with which you ca... >> Import a library or package >> Python,Please check the boxes for the language(s) with which you ca... >> Import a library or package >> R,Please check the boxes for the language(s) with which you ca... >> Import a library or package >> Julia,Please check the boxes for the language(s) with which you ca... >> Import a library or package >> SQL,Please check the boxes for the language(s) with which you ca... >> Import a library or package >> Java,Please check the boxes for the language(s) with which you ca... >> Import a library or package >> JavaScript,Please check the boxes for the language(s) with which you ca... >> Import a library or package >> C/C++,Please check the boxes for the language(s) with which you ca... >> Import a library or package >> Stata/SAS,"Please check the boxes for the language(s) with which you ca... >> Import a library or package >> Shell scripting, e.g, bash",Please check the boxes for the language(s) with which you ca... >> Import a library or package >> Other,Please check the boxes for the language(s) with which you ca... >> Produce a plot or graph >> Python,Please check the boxes for the language(s) with which you ca... >> Produce a plot or graph >> R,Please check the boxes for the language(s) with which you ca... >> Produce a plot or graph >> Julia,Please check the boxes for the language(s) with which you ca... >> Produce a plot or graph >> SQL,Please check the boxes for the language(s) with which you ca... >> Produce a plot or graph >> Java,Please check the boxes for the language(s) with which you ca... >> Produce a plot or graph >> JavaScript,Please check the boxes for the language(s) with which you ca... >> Produce a plot or graph >> C/C++,Please check the boxes for the language(s) with which you ca... >> Produce a plot or graph >> Stata/SAS,"Please check the boxes for the language(s) with which you ca... >> Produce a plot or graph >> Shell scripting, e.g, bash",Please check the boxes for the language(s) with which you ca... >> Produce a plot or graph >> Other,Please check the boxes for the language(s) with which you ca... >> Scrape a web page >> Python,Please check the boxes for the language(s) with which you ca... >> Scrape a web page >> R,Please check the boxes for the language(s) with which you ca... >> Scrape a web page >> Julia,Please check the boxes for the language(s) with which you ca... >> Scrape a web page >> SQL,Please check the boxes for the language(s) with which you ca... >> Scrape a web page >> Java,Please check the boxes for the language(s) with which you ca... >> Scrape a web page >> JavaScript,Please check the boxes for the language(s) with which you ca... >> Scrape a web page >> C/C++,Please check the boxes for the language(s) with which you ca... >> Scrape a web page >> Stata/SAS,"Please check the boxes for the language(s) with which you ca... >> Scrape a web page >> Shell scripting, e.g, bash",Please check the boxes for the language(s) with which you ca... >> Scrape a web page >> Other,Please check the boxes for the language(s) with which you ca... >> Train statistical or machine learning model >> Python,Please check the boxes for the language(s) with which you ca... >> Train statistical or machine learning model >> R,Please check the boxes for the language(s) with which you ca... >> Train statistical or machine learning model >> Julia,Please check the boxes for the language(s) with which you ca... >> Train statistical or machine learning model >> SQL,Please check the boxes for the language(s) with which you ca... >> Train statistical or machine learning model >> Java,Please check the boxes for the language(s) with which you ca... >> Train statistical or machine learning model >> JavaScript,Please check the boxes for the language(s) with which you ca... >> Train statistical or machine learning model >> C/C++,Please check the boxes for the language(s) with which you ca... >> Train statistical or machine learning model >> Stata/SAS,"Please check the boxes for the language(s) with which you ca... >> Train statistical or machine learning model >> Shell scripting, e.g, bash",Please check the boxes for the language(s) with which you ca... >> Train statistical or machine learning model >> Other,Please check the boxes for the language(s) with which you ca... >> Work with > 1TB of data >> Python,Please check the boxes for the language(s) with which you ca... >> Work with > 1TB of data >> R,Please check the boxes for the language(s) with which you ca... >> Work with > 1TB of data >> Julia,Please check the boxes for the language(s) with which you ca... >> Work with > 1TB of data >> SQL,Please check the boxes for the language(s) with which you ca... >> Work with > 1TB of data >> Java,Please check the boxes for the language(s) with which you ca... >> Work with > 1TB of data >> JavaScript,Please check the boxes for the language(s) with which you ca... >> Work with > 1TB of data >> C/C++,Please check the boxes for the language(s) with which you ca... >> Work with > 1TB of data >> Stata/SAS,"Please check the boxes for the language(s) with which you ca... >> Work with > 1TB of data >> Shell scripting, e.g, bash",Please check the boxes for the language(s) with which you ca... >> Work with > 1TB of data >> Other,Please check the boxes for the language(s) with which you ca... >> Develop a complex application or module >> Python,Please check the boxes for the language(s) with which you ca... >> Develop a complex application or module >> R,Please check the boxes for the language(s) with which you ca... >> Develop a complex application or module >> Julia,Please check the boxes for the language(s) with which you ca... >> Develop a complex application or module >> SQL,Please check the boxes for the language(s) with which you ca... >> Develop a complex application or module >> Java,Please check the boxes for the language(s) with which you ca... >> Develop a complex application or module >> JavaScript,Please check the boxes for the language(s) with which you ca... >> Develop a complex application or module >> C/C++,Please check the boxes for the language(s) with which you ca... >> Develop a complex application or module >> Stata/SAS,"Please check the boxes for the language(s) with which you ca... >> Develop a complex application or module >> Shell scripting, e.g, bash",Please check the boxes for the language(s) with which you ca... >> Develop a complex application or module >> Other,Please check the boxes for the language(s) with which you ca... >> Documented and released production code intended for use by ... >> Python,Please check the boxes for the language(s) with which you ca... >> Documented and released production code intended for use by ... >> R,Please check the boxes for the language(s) with which you ca... >> Documented and released production code intended for use by ... >> Julia,Please check the boxes for the language(s) with which you ca... >> Documented and released production code intended for use by ... >> SQL,Please check the boxes for the language(s) with which you ca... >> Documented and released production code intended for use by ... >> Java,Please check the boxes for the language(s) with which you ca... >> Documented and released production code intended for use by ... >> JavaScript,Please check the boxes for the language(s) with which you ca... >> Documented and released production code intended for use by ... >> C/C++,Please check the boxes for the language(s) with which you ca... >> Documented and released production code intended for use by ... >> Stata/SAS,"Please check the boxes for the language(s) with which you ca... >> Documented and released production code intended for use by ... >> Shell scripting, e.g, bash",Please check the boxes for the language(s) with which you ca... >> Documented and released production code intended for use by ... >> Other,Please check the boxes for the language(s) with which you ca... >> Contributed to community-supported open-source project >> Python,Please check the boxes for the language(s) with which you ca... >> Contributed to community-supported open-source project >> R,Please check the boxes for the language(s) with which you ca... >> Contributed to community-supported open-source project >> Julia,Please check the boxes for the language(s) with which you ca... >> Contributed to community-supported open-source project >> SQL,Please check the boxes for the language(s) with which you ca... >> Contributed to community-supported open-source project >> Java,Please check the boxes for the language(s) with which you ca... >> Contributed to community-supported open-source project >> JavaScript,Please check the boxes for the language(s) with which you ca... >> Contributed to community-supported open-source project >> C/C++,Please check the boxes for the language(s) with which you ca... >> Contributed to community-supported open-source project >> Stata/SAS,"Please check the boxes for the language(s) with which you ca... >> Contributed to community-supported open-source project >> Shell scripting, e.g, bash",Please check the boxes for the language(s) with which you ca... >> Contributed to community-supported open-source project >> Other,"If you chose ""other"", please list other programming languages you have experience with.","Link to your GitHub account, or online code, if available:",What kind of data have you analyzed (check all relevant)?,Learning goals,Please tell us where you found out about the hack week,Please upload a copy of your CV (PDF ONLY),Would you be interested in being considered for a travel grant?,genderminority,racialminority,Signature of Applicant (First Name),Signature of Applicant (Last Name),Date,UniqueID,PreselectUniqueID,PythonID,"	Meteorology & Climate",Snow & Ice,Alpine & Forested Environments,Rivers & Streams,Lakes & Wetlands,Geomorphology & Sediment,Water Quality & Waste,Extreme Events & Disaster,"	Urban Environment",Data Science & Modeling Software,Fish & Aquatic Species,Other,gender,lgbtq,race_ethnic,language
anonymous,anonymous,anonymous,anonymous,anonymous,Not UW,anonymous,anonymous,USA,Postdoc,anonymous,,,Julia,,,,,,,,,R,,,Java,,,Stata/SAS,,,Python,,,SQL,,JavaScript,C/C++,,"Shell scripting, e.g, bash",Other,Python,,,,,,C/C++,,,Other,Python,,,,,JavaScript,C/C++,,,,Python,,,,,JavaScript,C/C++,,,Other,Python,,,,,,,,,Other,,,,SQL,,JavaScript,,,"Shell scripting, e.g, bash",Other,,,,,,,,,,,Python,,,SQL,,JavaScript,C/C++,,"Shell scripting, e.g, bash",Other,,,,,,,C/C++,,,Other,Python,,,,,,C/C++,,"Shell scripting, e.g, bash",,Python,,,,,,C/C++,,"Shell scripting, e.g, bash",,Matlab,anonymous,anonymous,anonymous,anonymous,anonymous,No,Yes,No,anonymous,anonymous,anonymous,1,1,0,"	Meteorology & Climate",Snow & Ice,Alpine & Forested Environments,,,,,,,,,,Male,"No, but I identify as an Ally*","White, European American, or Caucasian",English only
anonymous,anonymous,anonymous,anonymous,anonymous,Not UW,anonymous,anonymous,USA,Research Staff,anonymous,,,,,,,,,"Shell scripting, e.g, bash",,,,Julia,SQL,Java,JavaScript,C/C++,,,,Python,R,,,,,,Stata/SAS,,Other,Python,R,,,,,,Stata/SAS,,Other,Python,R,,,,,,Stata/SAS,,Other,Python,R,,,,,,Stata/SAS,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRBasic,anonymous,anonymous,anonymous,anonymous,anonymous,No,Yes,No,anonymous,anonymous,anonymous,2,2,1,,Snow & Ice,,Rivers & Streams,Lakes & Wetlands,Geomorphology & Sediment,Water Quality & Waste,,,,,,Male,"No, but I identify as an Ally*","Asian
White, European American, or Caucasian",English only
anonymous,anonymous,anonymous,anonymous,anonymous,University of Washington,anonymous,anonymous,USA,Research Staff,anonymous,,,,,,,,,,,,,Julia,,,,,,,,Python,R,,,Java,JavaScript,C/C++,Stata/SAS,,,Python,R,,SQL,,,C/C++,,"Shell scripting, e.g, bash",,Python,R,,SQL,,,C/C++,,"Shell scripting, e.g, bash",,Python,R,,,,,,,"Shell scripting, e.g, bash",,Python,R,,,,,,,"Shell scripting, e.g, bash",,Python,,,,,,,,,,Python,,,,,,,,,,,,,,,,,,"Shell scripting, e.g, bash",,Python,,,,,,C/C++,,"Shell scripting, e.g, bash",,Python,,,,,,C/C++,,,,Python,,,,,,C/C++,,,,,anonymous,anonymous,anonymous,anonymous,anonymous,No,Yes,Yes,anonymous,anonymous,anonymous,3,,2,"	Meteorology & Climate",Snow & Ice,,Rivers & Streams,,Geomorphology & Sediment,Water Quality & Waste,Extreme Events & Disaster,,Data Science & Modeling Software,,,Female,"No, but I identify as an Ally*","White, European American, or Caucasian",English only
anonymous,anonymous,anonymous,anonymous,anonymous,University of Washington,anonymous,anonymous,USA,grad_postgrad,anonymous,,,Julia,,,,,Stata/SAS,,,,,,,,,,,,,Python,R,,,Java,JavaScript,C/C++,,"Shell scripting, e.g, bash",,Python,R,,,Java,JavaScript,C/C++,,"Shell scripting, e.g, bash",,Python,R,,,Java,JavaScript,,,,,Python,R,,,Java,JavaScript,C/C++,,,,Python,R,,,,JavaScript,,,,,Python,,,,,JavaScript,,,,,Python,,,,Java,,,,,,,,,,Java,,,,,,,,,,Java,JavaScript,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,Other,Ansible,anonymous,anonymous,anonymous,anonymous,anonymous,No,Yes,No,anonymous,anonymous,anonymous,4,,3,,,,,,,,,"	Urban Environment",Data Science & Modeling Software,,,Male,No or Prefer not to say,People of color,Multi-lingual
anonymous,anonymous,anonymous,anonymous,anonymous,Not UW,anonymous,anonymous,USA,grad_postgrad,anonymous,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,"Shell scripting, e.g, bash",,Python,R,,SQL,,,,,"Shell scripting, e.g, bash",,Python,R,,SQL,,,,,"Shell scripting, e.g, bash",,Python,R,,,,,,,,,Python,R,,,,,,,,,,,,,,,,,,,Python,,,SQL,,,,,,,Python,,,,,,,,,,Python,,,SQL,,,,,,,Python,,,,,,,,,,,,,,,,,,,,,anonymous,anonymous,anonymous,anonymous,anonymous,No,Yes,No,anonymous,anonymous,anonymous,5,,4,,,,,,,Water Quality & Waste,,,,,,Male,"No, but I identify as an Ally*","White, European American, or Caucasian",English only
anonymous,anonymous,anonymous,anonymous,anonymous,University of Washington,anonymous,anonymous,USA,Postdoc,anonymous,,,Julia,,,,,Stata/SAS,"Shell scripting, e.g, bash",,,,,SQL,Java,JavaScript,C/C++,,,,Python,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anonymous,anonymous,anonymous,anonymous,anonymous,No,Yes,Yes,anonymous,anonymous,anonymous,6,6,5,,,,,,,Water Quality & Waste,,,,,,Female,"No, but I identify as an Ally*",People of color,Multi-lingual
anonymous,anonymous,anonymous,anonymous,anonymous,Not UW,anonymous,anonymous,USA,grad_postgrad,anonymous,,,,,,,,,,,,,Julia,SQL,Java,JavaScript,C/C++,,"Shell scripting, e.g, bash",,Python,R,,,,,,,,,Python,R,,,,,,,,,,,,,,,,,,,Python,R,,,,,,,,,Python,R,,,,,,,,,,,,,,,,,,,Python,R,,,,,,,,,Python,R,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,,,,,,,anonymous,anonymous,anonymous,anonymous,anonymous,Yes,Yes,Yes,anonymous,anonymous,anonymous,7,7,6,,,,Rivers & Streams,Lakes & Wetlands,,Water Quality & Waste,,,Data Science & Modeling Software,,,Female,No or Prefer not to say,People of color,Multi-lingual
anonymous,anonymous,anonymous,anonymous,anonymous,Not UW,anonymous,anonymous,USA,Faculty,anonymous,,,,,,,,,,,,,Julia,SQL,Java,JavaScript,C/C++,,,,Python,R,,,,,,,,,Python,R,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,Python,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anonymous,anonymous,anonymous,anonymous,anonymous,Yes,Yes,No,anonymous,anonymous,anonymous,8,8,7,"	Meteorology & Climate",Snow & Ice,Alpine & Forested Environments,Rivers & Streams,Lakes & Wetlands,,Water Quality & Waste,,,,,,Female,"No, but I identify as an Ally*","White, European American, or Caucasian",English only
anonymous,anonymous,anonymous,anonymous,anonymous,Not UW,anonymous,anonymous,Ethiopia,grad_postgrad,anonymous,,,Julia,,,,,Stata/SAS,,,,,,SQL,Java,JavaScript,,,,,Python,R,,,,,C/C++,,"Shell scripting, e.g, bash",,Python,R,,,,,,,,,Python,R,,,,,,,,,Python,R,,,,,,,,,Python,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anonymous,anonymous,anonymous,anonymous,anonymous,Yes,Yes,,anonymous,anonymous,anonymous,9,,8,,Snow & Ice,,,,,,,,,,,Female,No or Prefer not to say,"White, European American, or Caucasian",English only
anonymous,anonymous,anonymous,anonymous,anonymous,Not UW,anonymous,anonymous,Thailand,grad_postgrad,anonymous,,,,,,,,,,,,,Julia,,,,,Stata/SAS,,,Python,R,,,Java,JavaScript,C/C++,,"Shell scripting, e.g, bash",,Python,R,,SQL,Java,JavaScript,C/C++,,,,Python,R,,,,,,,,,Python,R,,,,,C/C++,,,,Python,R,,,,,,,,,Python,R,,,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,anonymous,anonymous,anonymous,anonymous,anonymous,,Yes,,anonymous,anonymous,anonymous,10,,9,,,,Rivers & Streams,,Geomorphology & Sediment,,Extreme Events & Disaster,,Data Science & Modeling Software,,,No answer or prefer not to say,No or Prefer not to say,No answer or prefer not to say,No answer or prefer not to say
anonymous,anonymous,anonymous,anonymous,anonymous,Not UW,anonymous,anonymous,USA,Government,anonymous,,,Julia,,,,,,,,,,,,,,,,,,Python,R,,SQL,Java,JavaScript,,,"Shell scripting, e.g, bash",,Python,,,SQL,Java,JavaScript,,,,,Python,,,SQL,Java,JavaScript,,,,,Python,,,SQL,Java,JavaScript,,,"Shell scripting, e.g, bash",,,,,,,JavaScript,,,,,Python,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,SQL,,JavaScript,,,,,,,,,,JavaScript,,,,,Python,,,,,JavaScript,,,,,,anonymous,anonymous,anonymous,anonymous,anonymous,Yes,Yes,Yes,anonymous,anonymous,anonymous,11,,10,,,,,,,,,,Data Science & Modeling Software,,,Non-binary/third gender,Yes,People of color,Multi-lingual
anonymous,anonymous,anonymous,anonymous,anonymous,University of Washington,anonymous,anonymous,Nigeria,grad_postgrad,anonymous,,,,,,,,,,,,,Julia,SQL,Java,JavaScript,,Stata/SAS,,,Python,R,,,,,C/C++,,"Shell scripting, e.g, bash",,Python,R,,,,,C/C++,,,,Python,R,,,,,C/C++,,,,Python,R,,,,,C/C++,,,,Python,R,,,,,C/C++,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anonymous,anonymous,anonymous,anonymous,anonymous,No,Yes,No,anonymous,anonymous,anonymous,12,,11,,,,Rivers & Streams,,,,,,,Fish & Aquatic Species,,Female,"No, but I identify as an Ally*","White, European American, or Caucasian",English only
anonymous,anonymous,anonymous,anonymous,anonymous,Not UW,anonymous,anonymous,CHINA,Faculty,anonymous,,,,,,,,,,,,,,,Java,JavaScript,,,,,Python,R,,SQL,,,C/C++,Stata/SAS,"Shell scripting, e.g, bash",,Python,R,,SQL,,,,Stata/SAS,,,Python,R,,SQL,,,,Stata/SAS,,,Python,R,,,,,,Stata/SAS,,,Python,R,,,,,,Stata/SAS,,,Python,R,,,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,anonymous,anonymous,anonymous,anonymous,anonymous,Yes,Yes,Yes,anonymous,anonymous,anonymous,13,13,12,,,,Rivers & Streams,,,,Extreme Events & Disaster,,Data Science & Modeling Software,Fish & Aquatic Species,,Female,"No, but I identify as an Ally*",People of color,Multi-lingual
